taxonID	scientificName	higherClassification	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship
agarics:ukraine:taxon:305	Coprinus sterquilinus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Agaricaceae | Coprinus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Coprinus	sterquilinus		species	(Fr.) Fr.
agarics:ukraine:taxon:306	Coprinus vosoustii	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Agaricaceae | Coprinus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Coprinus	vosoustii		species	Pilát
agarics:ukraine:taxon:307	Cortinarius acutus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	acutus		species	(Pers.) Fr.
agarics:ukraine:taxon:308	Cortinarius alboviolaceus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	alboviolaceus		species	(Pers.) Fr.
agarics:ukraine:taxon:309	Cortinarius anomalus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	anomalus		species	
agarics:ukraine:taxon:310	Cortinarius anthracinus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	anthracinus		species	Fr.
agarics:ukraine:taxon:311	Cortinarius argentatus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	argentatus		species	(Pers.) Fr.
agarics:ukraine:taxon:312	Cortinarius armeniacus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	armeniacus		species	(Schaeff.) Fr.
agarics:ukraine:taxon:313	Cortinarius armillatus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	armillatus		species	(Fr.) Fr.
agarics:ukraine:taxon:314	Cortinarius balaustinus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	balaustinus		species	Fr.
agarics:ukraine:taxon:315	Cortinarius barbaricus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	barbaricus		species	(Brandrud) Frøslev, T.S.Jeppesen & Brandrud
agarics:ukraine:taxon:316	Cortinarius betuletorum	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	betuletorum		species	M.M.Moser
agarics:ukraine:taxon:317	Cortinarius biformis	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	biformis		species	Fr.
agarics:ukraine:taxon:318	Cortinarius bolaris	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	bolaris		species	(Pers.) Fr.
agarics:ukraine:taxon:319	Cortinarius brunneus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	brunneus		species	(Pers.) Fr.
agarics:ukraine:taxon:320	Cortinarius bulbosus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	bulbosus		species	(Sowerby) Gray
agarics:ukraine:taxon:321	Cortinarius bulliardii	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	bulliardii		species	(Pers.) Fr.
agarics:ukraine:taxon:322	Cortinarius caerulescens	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	caerulescens		species	(Schaeff.) Fr.
agarics:ukraine:taxon:323	Cortinarius callisteus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	callisteus		species	(Fr.) Fr.
agarics:ukraine:taxon:324	Cortinarius callochrous	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	callochrous		species	(Pers.) Gray
agarics:ukraine:taxon:325	Cortinarius callochrous caroli	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	callochrous	caroli	varietas	(Velen.) Nezdojm.
agarics:ukraine:taxon:326	Cortinarius camphoratus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	camphoratus		species	(Fr.) Fr.
agarics:ukraine:taxon:327	Cortinarius caninus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	caninus		species	(Fr.) Fr.
agarics:ukraine:taxon:328	Cortinarius caperatus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	caperatus		species	(Pers.) Fr.
agarics:ukraine:taxon:329	Cortinarius castaneus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	castaneus		species	(Bull.) Fr.
agarics:ukraine:taxon:330	Cortinarius cedretorum	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	cedretorum		species	Maire
agarics:ukraine:taxon:331	Cortinarius cephalixus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	cephalixus		species	Secr. ex Fr.
agarics:ukraine:taxon:332	Cortinarius cinereoviolascens	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	cinereoviolascens		species	Moënne-Locc. & Reumaux
agarics:ukraine:taxon:333	Cortinarius cinnabarinus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	cinnabarinus		species	Fr.
agarics:ukraine:taxon:334	Cortinarius cinnamomeus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	cinnamomeus		species	(L.) Gray
agarics:ukraine:taxon:335	Cortinarius citrinofulvescens	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	citrinofulvescens		species	M.M.Moser
agarics:ukraine:taxon:336	Cortinarius clarobrunneus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	clarobrunneus		species	(H.Lindstr. & Melot) Niskanen, Kytöv. & Liimat.
agarics:ukraine:taxon:337	Cortinarius claroflavus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	claroflavus		species	Rob.Henry
agarics:ukraine:taxon:338	Cortinarius collinitus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	collinitus		species	(Sowerby) Gray
agarics:ukraine:taxon:339	Cortinarius cotoneus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	cotoneus		species	Fr.
agarics:ukraine:taxon:340	Cortinarius crassus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	crassus		species	Fr.
agarics:ukraine:taxon:341	Cortinarius croceus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	croceus		species	(Schaeff.) Gray
agarics:ukraine:taxon:342	Cortinarius cyanophyllus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	cyanophyllus		species	Rob.Henry
agarics:ukraine:taxon:343	Cortinarius cyanopus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	cyanopus		species	Secr. ex Fr.
agarics:ukraine:taxon:344	Cortinarius decipiens	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	decipiens		species	(Pers.) Fr.
agarics:ukraine:taxon:345	Cortinarius decipiens atrocaeruleus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	decipiens	atrocaeruleus	varietas	(M.M.Moser ex M.M.Moser) H.Lindstr.
agarics:ukraine:taxon:346	Cortinarius delibutus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	delibutus		species	Fr.
agarics:ukraine:taxon:347	Cortinarius diasemospermus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	diasemospermus		species	Lamoure
agarics:ukraine:taxon:348	Cortinarius diasemospermus leptospermus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	diasemospermus	leptospermus	varietas	H.Lindstr.
agarics:ukraine:taxon:349	Cortinarius elatior	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	elatior		species	Fr.
agarics:ukraine:taxon:350	Cortinarius elegantior	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	elegantior		species	(Fr.) Fr.
agarics:ukraine:taxon:351	Cortinarius evernius	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	evernius		species	(Fr.) Fr.
agarics:ukraine:taxon:352	Cortinarius flexipes	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	flexipes		species	(Pers.) Fr.
agarics:ukraine:taxon:353	Cortinarius flexipes flabellus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	flexipes	flabellus	varietas	(Fr.) H.Lindstr. & Melot
agarics:ukraine:taxon:354	Cortinarius fulgens	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	fulgens		species	Fr.
agarics:ukraine:taxon:355	Cortinarius fulmineus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	fulmineus		species	Fr.
agarics:ukraine:taxon:356	Cortinarius gentilis	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	gentilis		species	(Fr.) Fr.
agarics:ukraine:taxon:357	Cortinarius glaucopus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	glaucopus		species	(Schaeff.) Gray
agarics:ukraine:taxon:358	Cortinarius hemitrichus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	hemitrichus		species	(Pers.) Fr.
agarics:ukraine:taxon:359	Cortinarius hillieri	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	hillieri		species	Rob.Henry
agarics:ukraine:taxon:360	Cortinarius hinnuleus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	hinnuleus		species	Fr.
agarics:ukraine:taxon:361	Cortinarius humidicola	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	humidicola		species	Kauffman
agarics:ukraine:taxon:362	Cortinarius iliopodius	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	iliopodius		species	(Bull.) Fr.
agarics:ukraine:taxon:363	Cortinarius incisus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	incisus		species	(Pers.) Fr.
agarics:ukraine:taxon:364	Cortinarius infractus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	infractus		species	(Pers.) Fr.
agarics:ukraine:taxon:365	Cortinarius integerrimus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	integerrimus		species	Kühner
agarics:ukraine:taxon:366	Cortinarius ionophyllus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	ionophyllus		species	M.M.Moser
agarics:ukraine:taxon:367	Cortinarius largus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	largus		species	Fr.
agarics:ukraine:taxon:368	Cortinarius leucopus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	leucopus		species	(Bull.) Fr.
agarics:ukraine:taxon:369	Cortinarius lilacinopes	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	lilacinopes		species	Britzelm.
agarics:ukraine:taxon:370	Cortinarius limonius	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	limonius		species	(Fr.) Fr.
agarics:ukraine:taxon:371	Cortinarius malachius	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	malachius		species	(Fr.) Fr.
agarics:ukraine:taxon:372	Cortinarius malicorius	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	malicorius		species	Fr.
agarics:ukraine:taxon:373	Cortinarius meinhardii	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	meinhardii		species	Bon
agarics:ukraine:taxon:374	Cortinarius mucosus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	mucosus		species	(Bull.) J.Kickx
agarics:ukraine:taxon:375	Cortinarius multiformis	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	multiformis		species	Fr.
agarics:ukraine:taxon:376	Cortinarius nitidus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	nitidus		species	(Schaeff.) Fr.
agarics:ukraine:taxon:377	Cortinarius ochroleucus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	ochroleucus		species	(Schaeff.) Fr.
agarics:ukraine:taxon:378	Cortinarius olivaceofuscus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	olivaceofuscus		species	Kühner
agarics:ukraine:taxon:379	Cortinarius orellanus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	orellanus		species	Fr.
agarics:ukraine:taxon:380	Cortinarius pholideus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	pholideus		species	(Lilj.) Fr.
agarics:ukraine:taxon:381	Cortinarius praestans	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	praestans		species	(Cordier) Gillet
agarics:ukraine:taxon:382	Cortinarius prasinus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	prasinus		species	(Schaeff.) Fr.
agarics:ukraine:taxon:383	Cortinarius privignoides	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	privignoides		species	Rob.Henry
agarics:ukraine:taxon:384	Cortinarius psammocephalus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	psammocephalus		species	(Bull.) Fr.
agarics:ukraine:taxon:385	Cortinarius pseudosalor	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	pseudosalor		species	J.E.Lange
agarics:ukraine:taxon:386	Cortinarius purpurascens	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	purpurascens		species	Fr.
agarics:ukraine:taxon:387	Cortinarius recensitus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	recensitus		species	Britzelm., 1891
agarics:ukraine:taxon:388	Cortinarius rigens	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	rigens		species	(Pers.) Fr.
agarics:ukraine:taxon:389	Cortinarius rubellus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	rubellus		species	Cooke
agarics:ukraine:taxon:390	Cortinarius rufo-olivaceus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	rufo-olivaceus		species	(Pers.) Fr.
agarics:ukraine:taxon:391	Cortinarius sanguineus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	sanguineus		species	(Wulfen) Gray
agarics:ukraine:taxon:392	Cortinarius saturninus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	saturninus		species	(Fr.) Fr.
agarics:ukraine:taxon:393	Cortinarius scaurus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	scaurus		species	(Fr.) Fr.
agarics:ukraine:taxon:394	Cortinarius semisanguineus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	semisanguineus		species	(Fr.) Gillet
agarics:ukraine:taxon:395	Cortinarius subferrugineus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	subferrugineus		species	(Batsch) Fr.
agarics:ukraine:taxon:396	Cortinarius tabularis	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	tabularis		species	(Fr.) Fr.
agarics:ukraine:taxon:397	Cortinarius tortuosus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	tortuosus		species	(Fr.) Fr.
agarics:ukraine:taxon:398	Cortinarius torvus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	torvus		species	(Fr.) Fr.
agarics:ukraine:taxon:399	Cortinarius traganus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	traganus		species	(Fr.) Fr.
agarics:ukraine:taxon:400	Cortinarius triumphans	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	triumphans		species	Fr.
agarics:ukraine:taxon:401	Cortinarius trivialis	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	trivialis		species	J.E.Lange
agarics:ukraine:taxon:402	Cortinarius turgidus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	turgidus		species	Fr.
agarics:ukraine:taxon:403	Cortinarius turmalis	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	turmalis		species	Fr.
agarics:ukraine:taxon:404	Cortinarius variicolor	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	variicolor		species	(Pers.) Fr.
agarics:ukraine:taxon:405	Cortinarius varius	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	varius		species	(Schaeff.) Fr.
agarics:ukraine:taxon:406	Cortinarius vibratilis	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	vibratilis		species	(Fr.) Fr.
agarics:ukraine:taxon:407	Cortinarius violaceocinereus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	violaceocinereus		species	(Pers.) Fr.
agarics:ukraine:taxon:408	Cortinarius violaceus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	violaceus		species	(L.) Gray
agarics:ukraine:taxon:409	Cortinarius vulpinus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Cortinarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	vulpinus		species	(Velen.) Rob.Henry
